,Unnamed: 0.1,Date,Stock Name,BIL_return_Adj Close,EEM_return_Adj Close,GLD_return_Adj Close,GSG_return_Adj Close,IEI_return_Adj Close,LQD_return_Adj Close,SPHY_return_Adj Close,UUP_return_Adj Close,VNQ_return_Adj Close,VWO_return_Adj Close,XLB_return_Adj Close,XLE_return_Adj Close,XLF_return_Adj Close,XLI_return_Adj Close,XLK_return_Adj Close,XLP_return_Adj Close,XLU_return_Adj Close,XLV_return_Adj Close,XLY_return_Adj Close,XTL_return_Adj Close,Day 1,Day 2,Day 3,Day 4,Day 5,Is Beginning of a Month,Is Beginning of a Year,Day 2- Day 1,Day 3- Day 2,Day 4- Day 3,Day 5- Day 4,SPY_return_Adj Close,Positive Trends,Negative Trends,Is Positive Trend
638,638,2010-07-07 - 2010-07-11,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469494326,0.296719327,0.369945814,0.269105735,0.269105735,1,0,-0.172775,0.073226487,-0.100840079,0,0.070861671,2,2,FALSE
639,639,2010-07-07 - 2010-07-11,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.683781143,0.414200428,0.416215502,0.380512431,0.380512431,1,0,-0.269580715,0.002015074,-0.035703071,0,0.070861671,2,2,FALSE
640,640,2010-07-12 - 2010-07-16,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.161101736,0.375575676,0.091046415,0.178422198,-0.168651262,1,0,0.214473939,-0.284529261,0.087375783,-0.34707346,0.104028081,2,2,FALSE
641,641,2010-07-12 - 2010-07-16,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087384605,0.150311502,0.053589978,0.082738091,-0.108359706,1,0,0.062926897,-0.096721524,0.029148114,-0.191097797,0.104028081,2,2,FALSE
642,642,2010-07-12 - 2010-07-16,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.098725037,0.17979537,0.107188607,0.107181016,-0.018015888,1,0,0.081070332,-0.072606763,-7.59E-06,-0.125196903,0.104028081,1,3,FALSE
643,643,2010-07-12 - 2010-07-16,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.380120367,-0.275378091,-0.419364732,-0.395377562,-0.574459587,1,0,0.104742275,-0.143986641,0.023987171,-0.179082025,0.104028081,2,2,FALSE
644,644,2010-07-12 - 2010-07-16,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.103083373,0.209124358,0.122693156,0.157784732,-0.114419506,1,0,0.106040985,-0.086431202,0.035091576,-0.272204238,0.104028081,2,2,FALSE
645,645,2010-07-12 - 2010-07-16,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.098123119,0.0918059,-0.03722112,-0.057343306,-0.332877875,1,0,0.189929019,-0.129027021,-0.020122186,-0.275534568,0.104028081,1,3,FALSE
646,646,2010-07-12 - 2010-07-16,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.148633057,0.204235704,-0.061539244,-0.041598143,-0.273597335,1,0,0.352868761,-0.265774948,0.019941101,-0.231999192,0.104028081,2,2,FALSE
647,647,2010-07-12 - 2010-07-16,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.11810347,0.194442308,0.1281883,0.106496117,-0.142696675,1,0,0.076338838,-0.066254009,-0.021692182,-0.249192792,0.104028081,1,3,FALSE
648,648,2010-07-12 - 2010-07-16,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,1,0,0,0,0,0,0.104028081,4,0,TRUE
649,649,2010-07-12 - 2010-07-16,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.03165549,-0.031749951,-0.056687111,-0.004257794,-0.201988317,1,0,-9.45E-05,-0.024937161,0.052429317,-0.197730523,0.104028081,1,3,FALSE
650,650,2010-07-12 - 2010-07-16,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001416381,-0.279741284,0.298538573,0.190955284,0.250796063,1,0,-0.281157665,0.578279856,-0.107583289,0.059840779,0.104028081,2,2,TRUE
651,651,2010-07-12 - 2010-07-16,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173298953,-0.183757945,-0.121106209,-0.164498162,-0.164552279,1,0,-0.010458992,0.062651736,-0.043391954,-5.41E-05,0.104028081,1,3,TRUE
652,652,2010-07-12 - 2010-07-16,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,1,0,0,0,0,0,0.104028081,4,0,TRUE
653,653,2010-07-12 - 2010-07-16,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157360557,0.410352327,0.275900624,0.274661192,0.090470324,1,0,0.25299177,-0.134451704,-0.001239431,-0.184190868,0.104028081,1,3,FALSE
654,654,2010-07-12 - 2010-07-16,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566361866,0.174369105,0.174369105,0.174369105,0.174369105,1,0,-0.391992761,0,0,0,0.104028081,3,1,FALSE
655,655,2010-07-12 - 2010-07-16,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116926842,0.512609915,0.281234756,0.288659018,0.136566454,1,0,0.395683073,-0.231375159,0.007424262,-0.152092564,0.104028081,2,2,TRUE
656,656,2010-07-12 - 2010-07-16,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.000332534,-0.327470618,-0.1411705,-0.412700421,-0.034536457,1,0,-0.327138084,0.186300118,-0.271529922,0.378163964,0.104028081,2,2,FALSE
657,657,2010-07-12 - 2010-07-16,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.186086464,0.391463895,0.250839177,0.240499636,-0.023442816,1,0,0.205377431,-0.140624718,-0.010339541,-0.263942452,0.104028081,1,3,FALSE
658,658,2010-07-12 - 2010-07-16,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168265656,0.364405866,0.228403266,0.200872301,-0.050443742,1,0,0.196140209,-0.1360026,-0.027530965,-0.251316043,0.104028081,1,3,FALSE
659,659,2010-07-12 - 2010-07-16,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.34480936,0.504953952,0.277380403,0.296971598,0.079325133,1,0,0.160144592,-0.227573549,0.019591195,-0.217646465,0.104028081,2,2,FALSE
660,660,2010-07-17 - 2010-07-21,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.034075944,0.034075944,0.23680315,0.277857559,-0.013125096,0,0,0,0.202727206,0.041054409,-0.290982655,0.178849453,3,1,FALSE
661,661,2010-07-17 - 2010-07-21,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.018937818,-0.018937818,0.070484069,0.183943043,-0.071033641,0,0,0,0.089421888,0.113458974,-0.254976684,0.178849453,3,1,FALSE
662,662,2010-07-17 - 2010-07-21,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.065341536,0.065341536,0.14869896,0.239796759,0.023115844,0,0,0,0.083357424,0.091097799,-0.216680915,0.178849453,3,1,FALSE
663,663,2010-07-17 - 2010-07-21,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.481959757,-0.481959757,-0.389459928,-0.338737015,-0.45844394,0,0,0,0.092499829,0.050722913,-0.119706925,0.178849453,3,1,TRUE
664,664,2010-07-17 - 2010-07-21,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.029939661,0.029939661,0.174298828,0.091080768,-0.063561097,0,0,0,0.144359167,-0.083218061,-0.154641865,0.178849453,2,2,FALSE
665,665,2010-07-17 - 2010-07-21,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.169919626,-0.169919626,-0.006961377,0.075435596,-0.074820892,0,0,0,0.162958249,0.082396973,-0.150256488,0.178849453,3,1,TRUE
666,666,2010-07-17 - 2010-07-21,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.14888837,-0.14888837,-0.024179406,0.231737748,-0.061572266,0,0,0,0.124708965,0.255917153,-0.293310014,0.178849453,3,1,TRUE
667,667,2010-07-17 - 2010-07-21,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007870718,0.007870718,0.15843811,0.132296272,-0.012213486,0,0,0,0.150567393,-0.026141838,-0.144509758,0.178849453,2,2,FALSE
668,668,2010-07-17 - 2010-07-21,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,0,0,0,0,0,0,0.178849453,4,0,TRUE
669,669,2010-07-17 - 2010-07-21,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.066567238,-0.066567238,0.06885384,0.014716331,-0.187392663,0,0,0,0.135421079,-0.054137509,-0.202108994,0.178849453,2,2,FALSE
670,670,2010-07-17 - 2010-07-21,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061824196,0.061824196,-0.127147671,0.031254517,0.197085919,0,0,0,-0.188971867,0.158402188,0.165831401,0.178849453,3,1,TRUE
671,671,2010-07-17 - 2010-07-21,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180115819,-0.180115819,-0.19567936,-0.174963343,-0.114340586,0,0,0,-0.01556354,0.020716017,0.060622758,0.178849453,3,1,TRUE
672,672,2010-07-17 - 2010-07-21,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,0,0,0,0,0,0,0.178849453,4,0,TRUE
673,673,2010-07-17 - 2010-07-21,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128014511,0.128014511,0.165558698,0.399490491,0.183077866,0,0,0,0.037544187,0.233931793,-0.216412625,0.178849453,3,1,TRUE
674,674,2010-07-17 - 2010-07-21,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021584522,-0.021584522,-0.21753815,0.174369105,0.174369105,0,0,0,-0.195953627,0.391907255,0,0.178849453,3,1,TRUE
675,675,2010-07-17 - 2010-07-21,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218302337,0.218302337,0.30003822,0.348808565,0.21408878,0,0,0,0.081735883,0.048770345,-0.134719785,0.178849453,3,1,FALSE
676,676,2010-07-17 - 2010-07-21,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.046495684,-0.046495684,-0.058454912,-0.034660387,0.107923244,0,0,0,-0.011959227,0.023794524,0.142583631,0.178849453,3,1,TRUE
677,677,2010-07-17 - 2010-07-21,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.187944588,0.187944588,0.399331993,0.465968847,0.173490518,0,0,0,0.211387404,0.066636854,-0.292478329,0.178849453,3,1,FALSE
678,678,2010-07-17 - 2010-07-21,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164956093,0.164956093,0.380355927,0.483366498,0.146021441,0,0,0,0.215399835,0.10301057,-0.337345057,0.178849453,3,1,FALSE
679,679,2010-07-17 - 2010-07-21,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24628896,0.24628896,0.413252787,0.460627182,0.166307889,0,0,0,0.166963827,0.047374395,-0.294319294,0.178849453,3,1,FALSE
680,680,2010-07-22 - 2010-07-26,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.422593813,0.280424145,0.282363584,0.282363584,0.284303022,0,0,-0.142169667,0.001939438,0,0.001939438,0.071865883,3,1,FALSE
681,681,2010-07-22 - 2010-07-26,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17538978,0.153225704,0.130122864,0.130122864,0.107020024,0,0,-0.022164076,-0.02310284,0,-0.02310284,0.071865883,1,3,FALSE
682,682,2010-07-22 - 2010-07-26,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23585733,0.138212478,0.149980086,0.149980086,0.161747693,0,0,-0.097644851,0.011767608,0,0.011767608,0.071865883,3,1,FALSE
683,683,2010-07-22 - 2010-07-26,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.255564204,-0.352215301,-0.33850835,-0.33850835,-0.324801399,0,0,-0.096651097,0.013706951,0,0.013706951,0.071865883,3,1,FALSE
684,684,2010-07-22 - 2010-07-26,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.195215362,0.118683856,0.202785259,0.202785259,0.286886661,0,0,-0.076531506,0.084101403,0,0.084101403,0.071865883,3,1,TRUE
685,685,2010-07-22 - 2010-07-26,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.201987593,0.112340417,0.096843924,0.096843924,0.081347431,0,0,-0.089647176,-0.015496493,0,-0.015496493,0.071865883,1,3,FALSE
686,686,2010-07-22 - 2010-07-26,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.156072308,0.160503279,0.089814118,0.089814118,0.019124956,0,0,0.004430971,-0.070689161,0,-0.070689161,0.071865883,2,2,FALSE
687,687,2010-07-22 - 2010-07-26,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.293100746,0.134784381,0.132841779,0.132841779,0.130899177,0,0,-0.158316365,-0.001942602,0,-0.001942602,0.071865883,1,3,FALSE
688,688,2010-07-22 - 2010-07-26,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,0,0,0,0,0,0,0.071865883,4,0,TRUE
689,689,2010-07-22 - 2010-07-26,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07327283,-0.045841718,-0.02275659,-0.02275659,0.000328537,0,0,-0.119114548,0.023085128,0,0.023085128,0.071865883,3,1,FALSE
690,690,2010-07-22 - 2010-07-26,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202110786,-0.262746288,-0.164801216,-0.164801216,-0.066856144,0,0,-0.060635502,0.097945072,0,0.097945072,0.071865883,3,1,TRUE
691,691,2010-07-22 - 2010-07-26,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213320088,-0.172103095,-0.175049095,-0.175049095,-0.177995095,0,0,0.041216993,-0.002946,0,-0.002946,0.071865883,2,2,TRUE
692,692,2010-07-22 - 2010-07-26,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,0,0,0,0,0,0,0.071865883,4,0,TRUE
693,693,2010-07-22 - 2010-07-26,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410724481,0.18700973,0.199279935,0.199279935,0.21155014,0,0,-0.223714751,0.012270205,0,0.012270205,0.071865883,3,1,FALSE
694,694,2010-07-22 - 2010-07-26,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174369105,0.566361866,-0.021306719,-0.021306719,-0.608975304,0,0,0.391992761,-0.587668585,0,-0.587668585,0.071865883,2,2,FALSE
695,695,2010-07-22 - 2010-07-26,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551529278,0.310521069,0.27397384,0.27397384,0.237426611,0,0,-0.241008209,-0.036547229,0,-0.036547229,0.071865883,1,3,FALSE
696,696,2010-07-22 - 2010-07-26,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.318488035,-0.129927217,-0.183640942,-0.183640942,-0.237354668,0,0,0.188560819,-0.053713726,0,-0.053713726,0.071865883,2,2,TRUE
697,697,2010-07-22 - 2010-07-26,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.539419023,0.349955681,0.340823816,0.340823816,0.331691951,0,0,-0.189463342,-0.009131865,0,-0.009131865,0.071865883,1,3,FALSE
698,698,2010-07-22 - 2010-07-26,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550951879,0.316886613,0.31665402,0.31665402,0.316421427,0,0,-0.234065266,-0.000232593,0,-0.000232593,0.071865883,1,3,FALSE
699,699,2010-07-22 - 2010-07-26,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.600549868,0.416638308,0.462307658,0.462307658,0.507977007,0,0,-0.18391156,0.04566935,0,0.04566935,0.071865883,3,1,FALSE
700,700,2010-07-27 - 2010-07-31,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0330215,0.086040668,0.102935127,0.210167811,0.276324526,0,0,0.053019168,0.016894458,0.107232685,0.066156715,0.141878807,4,0,TRUE
701,701,2010-07-27 - 2010-07-31,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.090350385,-0.011741544,-0.085889091,0.07847739,0.1281173,0,0,-0.102091929,-0.074147548,0.164366481,0.049639911,0.141878807,2,2,TRUE
702,702,2010-07-27 - 2010-07-31,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.086939729,0.101144995,0.121643048,0.102161308,0.204313063,0,0,0.014205266,0.020498053,-0.01948174,0.102151754,0.141878807,3,1,TRUE
703,703,2010-07-27 - 2010-07-31,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.374159465,-0.425613519,-0.371033988,-0.389334613,-0.331512876,0,0,-0.051454054,0.054579531,-0.018300625,0.057821737,0.141878807,2,2,TRUE
704,704,2010-07-27 - 2010-07-31,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.134535467,-0.031109422,0.114700295,0.166697455,0.25229012,0,0,-0.165644889,0.145809716,0.05199716,0.085592665,0.141878807,3,1,TRUE
705,705,2010-07-27 - 2010-07-31,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.11174608,-0.076444578,-0.082004486,-0.021322088,0.044654267,0,0,0.035301502,-0.005559908,0.060682398,0.065976355,0.141878807,3,1,TRUE
706,706,2010-07-27 - 2010-07-31,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.103944244,-0.060519894,-0.041289556,0.022210586,0.11259588,0,0,0.043424351,0.019230338,0.063500142,0.090385294,0.141878807,4,0,TRUE
707,707,2010-07-27 - 2010-07-31,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.102539969,0.018562135,0.011005111,0.049489845,0.147643433,0,0,-0.083977834,-0.007557024,0.038484733,0.098153588,0.141878807,2,2,TRUE
708,708,2010-07-27 - 2010-07-31,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,0,0,0,0,0,0,0.141878807,4,0,TRUE
709,709,2010-07-27 - 2010-07-31,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061935512,-0.099322396,-0.187672262,-0.100145516,0.006096624,0,0,-0.161257908,-0.088349867,0.087526746,0.10624214,0.141878807,2,2,FALSE
710,710,2010-07-27 - 2010-07-31,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255772104,0.281402868,0.182131429,0.256828682,0.017261641,0,0,0.537174973,-0.09927144,0.074697253,-0.239567041,0.141878807,2,2,TRUE
711,711,2010-07-27 - 2010-07-31,LQD_return_Adj Close,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247139366,-0.135177934,-0.186844757,-0.117768174,-0.172361313,0,0,0.111961432,-0.051666823,0.069076583,-0.054593139,0.141878807,2,2,TRUE
712,712,2010-07-27 - 2010-07-31,SPHY_return_Adj Close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260990985,0.260990985,0.260990985,0.260990985,0.260990985,0,0,0,0,0,0,0.141878807,4,0,TRUE
713,713,2010-07-27 - 2010-07-31,GLD_return_Adj Close,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02901652,0.318072252,0.348818169,0.436759331,0.363198043,0,0,0.289055731,0.030745917,0.087941162,-0.073561288,0.141878807,3,1,TRUE
714,714,2010-07-27 - 2010-07-31,BIL_return_Adj Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174369105,0.565977002,-0.217153453,0.565977002,0.174411774,0,0,0.391607896,-0.783130454,0.783130454,-0.391565227,0.141878807,2,2,TRUE
715,715,2010-07-27 - 2010-07-31,GSG_return_Adj Close,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141931909,0.310951901,0.440518348,0.401666743,0.451509432,0,0,0.169019992,0.129566447,-0.038851606,0.049842689,0.141878807,3,1,TRUE
716,716,2010-07-27 - 2010-07-31,UUP_return_Adj Close,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.034321023,-0.094265764,-0.273941696,-0.070233742,-0.208853473,0,0,-0.059944741,-0.179675932,0.203707954,-0.138619731,0.141878807,1,3,FALSE
717,717,2010-07-27 - 2010-07-31,VWO_return_Adj Close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.241308589,0.21619482,0.29650912,0.301445893,0.420217159,0,0,-0.025113769,0.0803143,0.004936773,0.118771267,0.141878807,3,1,TRUE
718,718,2010-07-27 - 2010-07-31,EEM_return_Adj Close,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231455079,0.19272488,0.265378852,0.296912844,0.401905289,0,0,-0.038730198,0.072653972,0.031533992,0.104992444,0.141878807,3,1,TRUE
719,719,2010-07-27 - 2010-07-31,VNQ_return_Adj Close,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.319947628,0.306840588,0.258656871,0.365555607,0.468563882,0,0,-0.01310704,-0.048183717,0.106898736,0.103008275,0.141878807,2,2,TRUE
720,720,2010-08-01 - 2010-08-05,XLY_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.276324526,0.342481241,0.010747034,0.301216554,0.177386269,1,0,0.066156715,-0.331734206,0.290469519,-0.123830285,0.087756325,2,2,FALSE
721,721,2010-08-01 - 2010-08-05,XLP_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1281173,0.177757211,-0.048804454,0.090712485,6.07E-05,1,0,0.049639911,-0.226561665,0.139516939,-0.0906518,0.087756325,2,2,FALSE
722,722,2010-08-01 - 2010-08-05,XLE_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.204313063,0.306464817,0.111450004,0.156107912,0.131161497,1,0,0.102151754,-0.195014813,0.044657909,-0.024946415,0.087756325,2,2,FALSE
723,723,2010-08-01 - 2010-08-05,XLF_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.331512876,-0.27369114,-0.436756046,-0.368279577,-0.404232223,1,0,0.057821737,-0.163064906,0.068476469,-0.035952646,0.087756325,2,2,FALSE
724,724,2010-08-01 - 2010-08-05,XLV_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25229012,0.337882785,0.216562682,0.235182259,0.126535789,1,0,0.085592665,-0.121320103,0.018619577,-0.10864647,0.087756325,2,2,FALSE
725,725,2010-08-01 - 2010-08-05,XLI_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.044654267,0.110630622,-0.097643733,0.018761682,-0.04909676,1,0,0.065976355,-0.208274355,0.116405415,-0.067858442,0.087756325,2,2,FALSE
726,726,2010-08-01 - 2010-08-05,XLB_return_Adj Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11259588,0.202981174,-0.193355574,0.048644654,-0.014137394,1,0,0.090385294,-0.396336748,0.242000228,-0.062782048,0.087756325,2,2,FALSE
727,727,2010-08-01 - 2010-08-05,XLK_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.147643433,0.24579702,0.039526683,0.144809143,0.046615166,1,0,0.098153588,-0.206270338,0.10528246,-0.098193977,0.087756325,2,2,FALSE
728,728,2010-08-01 - 2010-08-05,XTL_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034136438,0.034136438,0.034136438,0.034136438,0.034136438,1,0,0,0,0,0,0.087756325,4,0,TRUE
729,729,2010-08-01 - 2010-08-05,XLU_return_Adj Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006096624,0.112338765,-0.099515335,-0.02454942,-0.072812223,1,0,0.10624214,-0.2118541,0.074965915,-0.048262802,0.087756325,2,2,FALSE
730,730,2010-08-01 - 2010-08-05,IEI_return_Adj Close,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017261641,-0.2223054,0.332178801,-0.329060891,0.18893738,1,0,-0.239567041,0.554484201,-0.661239692,0.517998271,0.087756325,2,2,TRUE
